번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,,,
162,11810,STX,74608,상품 종합 도매업,29879710,74699275000,2500,원(KRW),02-316-9600,경상남도 창원시 성산구  중앙대로 105,2116,,,,
163,77970,STX엔진,32901,일반 목적용 기계 제조업,23008904,57522260000,2500,원(KRW),-,경상남도 창원시 성산구  공단로474번길 36,2116,,,,
164,71970,STX중공업,32901,일반 목적용 기계 제조업,23792327,59480817500,2500,원(KRW),055-280-0700,경상남도 창원시 성산구  남면로 381,2116,,,,
165,194860,SY이노베이션,32202,플라스틱제품 제조업,2460000,1230000000,500,원(KRW),02-3395-0601,경기도 군포시 봉성로 40-12 3층,2116,,,,
166,2710,TCC동양,32401,1차 철강 제조업,22342500,22342500000,1000,원(KRW),02-2633-3311,경상북도 포항시 남구  괴동로 100,2116,,,,
167,89230,THE E&M,32401,1차 철강 제조업,18372196,9186098000,500,원(KRW),02-2088-8222,"서울특별시 금천구 디지털로9길 68 9층(가산동, 대륭포스트타워 5차)",2116,,,,
168,32540,TJ미디어,32605,영상 및 음향기기 제조업,13931609,6965804500,500,원(KRW),02  -3663-4700,서울특별시 강서구 화곡로64길 23,2116,,,,
169,48770,TPC,32901,일반 목적용 기계 제조업,12900000,6450000000,500,원(KRW),032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터,2116,,,,
170,24070,WISCOM,32202,플라스틱제품 제조업,15025920,7512960000,500,원(KRW),031-495-1181,경기도 안산시 단원구  강촌로 237,2116,,,,
171,52300,W홀딩컴퍼니,85209,기타 운송관련 서비스업,86452650,8645265000,100,원(KRW),02-6237-9786,서울특별시 강남구 언주로148길 19 청호빌딩 4층,2116,,,,
172,37270,YG PLUS,137103,광고업,58170704,29710352000,500,원(KRW),02-3140-4600,서울특별시 강남구 도산대로15길 12 -,2116,,,,
173,40300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",42000000,42000000000,1000,원(KRW),(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어,2116,,,,
174,51390,YW,32604,통신 및 방송 장비 제조업,11355368,5677684000,500,원(KRW),(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",2116,,,,
175,52220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",23000000,11500000000,500,원(KRW),(02)2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터)",2116,,,,
176,79940,가비아,105802,소프트웨어 개발 및 공급업,13535684,6767842000,500,원(KRW),1544-4370,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호",2116,,,,
177,78890,가온미디어,32604,통신 및 방송 장비 제조업,13408230,6704115000,500,원(KRW),031-724-8500,경기도 성남시 분당구  성남대로 884-3,2116,,,,
178,500,가온전선,32803,절연선 및 케이블 제조업,4160347,20801735000,5000,원(KRW),02-6921-3921,경기도 군포시  엘에스로45번길 120,2116,,,,
179,192410,감마누,32604,통신 및 방송 장비 제조업,3610200,1805100000,500,원(KRW),031-831-8800,경기도 화성시 동탄면 금곡로 185-44,2116,,,,
180,24840,갑을메탈,32402,1차 비철금속 제조업,106207480,53103740000,500,원(KRW),053 -615 -1161,대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장,2116,,,,
181,860,강남제비스코,32004,기타 화학제품 제조업,6500000,6500000000,1000,원(KRW),051-892-4221,부산광역시 부산진구  냉정로 289 (가야동),2116,,,,
182,217730,강스템바이오텍,137001,자연과학 및 공학 연구개발업,14204650,7102325000,500,원(KRW),02-888-1590,서울특별시 강남구 테헤란로 512 신안빌딩 17층,2116,,,,
183,35250,강원랜드,189102,유원지 및 기타 오락관련 서비스업,213940500,106970250000,500,원(KRW),033-590-7700,강원도 정선군 사북읍 하이원길 265 강원랜드,2116,,,,
184,11420,갤럭시아에스엠,189101,스포츠 서비스업,27549644,13774822000,500,원(KRW),02-775-1300,서울특별시 강남구  학동로 311 미성빌딩 7층,2116,,,,
185,94480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,32693543,16346771500,500,원(KRW),02-3484-8400,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층,2116,,,,
186,63080,게임빌,105802,소프트웨어 개발 및 공급업,6522376,3261188000,500,원(KRW),02-876-5252,서울특별시 서초구  서초중앙로 4 게임빌빌딩,2116,,,,
187,39240,경남스틸,32401,1차 철강 제조업,5000000,2500000000,500,원(KRW),055 -252 -9208,경남 창원시 웅남동 61-46번지,2116,,,,
188,53950,경남제약,32102,의약품 제조업,11248376,5624188000,500,원(KRW),02-3490-5105,경상남도 의령군 동동리 1539-5,2116,,,,
189,2100,경농,32004,기타 화학제품 제조업,21691750,10845875000,500,원(KRW),02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193,2116,,,,
190,9450,경동나비엔,32805,가정용 기기 제조업,12739510,12739510000,1000,원(KRW),031-659-1144,경기도 평택시 서탄면 수월암길 95 -,2116,,,,
191,12320,경동도시가스,43502,가스 제조 및 배관공급업,3484800,17424000000,5000,원(KRW),052-219-5300,울산광역시 북구  염포로 260-10,2116,,,,
192,11040,경동제약,32102,의약품 제조업,13275000,13575000000,1000,원(KRW),02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3,2116,,,,
193,50,경방,31301,방적 및 가공사 제조업,27415270,13707635000,500,원(KRW),02-2638-6000,서울특별시 영등포구 영중로 15 (영등포동 4가),2116,,,,
194,214390,경보제약,32101,기초 의약물질 및 생물학적 제제 제조업,23906860,11953430000,500,원(KRW),02-2175-2315,충청남도 아산시 실옥로 174,2116,,,,
195,139050,경봉,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",17936322,8968161000,500,원(KRW),031-470-4803,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층),2116,,,,
196,12610,경인양행,32001,기초화학물질 제조업,40396365,20198182500,500,원(KRW),032-571-7498,인천광역시 서구  건지로 199 (석남동) 223-52,2116,,,,
197,9140,경인전자,32602,전자부품 제조업,1570797,7853985000,5000,원(KRW),02-2113-2000,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)",2116,,,,
198,24910,경창산업,33003,자동차 부품 제조업,17560000,8780000000,500,원(KRW),053 -560 -0141,대구광역시 서구  국채보상로 104 경창산업(주),2116,,,,
199,13580,계룡건설산업,64102,토목 건설업,8930907,44654535000,5000,원(KRW),042-480-7114-5,대전광역시 서구 문정로48번길 48 -,2116,,,,
200,12200,계양전기,32901,일반 목적용 기계 제조업,32600000,17000000000,500,원(KRW),02-559-6800,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,2116,,,,
201,4200,고려개발,64102,토목 건설업,21550000,107750000000,5000,원(KRW),031-420-9000,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",2116,,,,
202,89890,고려반도체,32902,특수 목적용 기계 제조업,8426114,4213057000,500,원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62,2116,,,,
203,2140,고려산업,31006,"곡물가공품, 전분 및 전분제품 제조업",24939425,24939425000,1000,원(KRW),051-600-5069,부산광역시 사상구 새벽시장로 21(감전동),2116,,,,
204,49720,고려신용정보,147509,기타 사업지원 서비스업,14300000,7150000000,500,원(KRW),02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",2116,,,,
205,10130,고려아연,32402,1차 비철금속 제조업,18870000,94350000000,5000,원(KRW),02-519-3416,서울특별시 강남구  강남대로 542 영풍빌딩,2116,,,,
206,2240,고려제강,32401,1차 철강 제조업,18000000,18000000000,1000,원(KRW),051-760-1700,부산광역시 수영구 구락로 150,2116,,,,
207,14570,고려제약,32102,의약품 제조업,11000000,5500000000,500,원(KRW),02-529-6100,경기도 이천시  신둔면 원적로 69-10,2116,,,,
208,9810,고려포리머,74607,기타 전문 도매업,66257536,33128768000,500,원(KRW),02-6000-7800,"서울특별시 강남구 영동대로 513 100-1(삼성동, 코엑스상사전시장C-)",2116,,,,
209,98460,고영,32902,특수 목적용 기계 제조업,13668951,6834475500,500,원(KRW),02-6343-6000,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리 14층, 15층)",2116,,,,
210,206660,골든브릿지제2호스팩,116601,금융지원 서비스업,3900000,390000000,100,원(KRW),02-3779-3128,서울특별시 서대문구 충정로 50 (충정로3가),2116,,,,
211,219580,골든브릿지제3호스팩,116601,금융지원 서비스업,4900000,490000000,100,원(KRW),02-3779-3129,"서울특별시 서대문구 충정로 50(충정로3가, 골든브릿지빌딩)",2116,,,,
212,227950,골든브릿지제4호스팩,116601,금융지원 서비스업,7550000,755000000,100,원(KRW),02-3779-3129,"서울특별시 서대문구 충정로 50, 5층(충정로3가, 골든브릿지빌딩)",2116,,,,
213,1290,골든브릿지증권,116601,금융지원 서비스업,63737067,65040543000,1000,원(KRW),02-3779-3000,서울특별시 서대문구 충정로 50 골든브릿지빌딩,2116,,,,
214,900280,골든센츄리,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",29800000,5960000,0.2,미국달러(USD),86-514-80806067,"Floor 4, Willow House, Cricket Square, P O Box 2084, Grand Cayman KY1-1112, Cayman Islands &nbsp",2116,,,,
215,215000,골프존,105802,소프트웨어 개발 및 공급업,6275415,3137707500,500,원(KRW),1577-4333,대전광역시 유성구 엑스포로97번길 40 (도룡동),2116,,,,
216,121440,골프존유원홀딩스,105802,소프트웨어 개발 및 공급업,42836818,21418409000,500,원(KRW),042-862-8109,서울특별시 강남구 영동대로 735-,2116,,,,
217,76340,관악산업,64201,기반조성 및 시설물 축조관련 전문공사업,4871460,2435730000,500,원(KRW),02-2240-7900,"서울특별시 송파구 올림픽로 293-19 (신천동, 현대타워빌딩 2층)",2116,,,,
218,9290,광동제약,32102,의약품 제조업,52420851,52420851000,1000,원(KRW),02-6006-7777,서울특별시 서초구  서초중앙로 85 가산빌딩,2116,,,,
219,14200,광림,33001,자동차용 엔진 및 자동차 제조업,48498486,24249243000,500,원(KRW),043 -260 -9111,충청북도 청원군  현도면 청남로 484 (주)광림,2116,,,,
220,17040,광명전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",43337615,21668807500,500,원(KRW),031-494-0720,경기도 안산시 단원구  목내로 160 (목내동),2116,,,,
221,17900,광전자,32601,반도체 제조업,57943763,28971881500,500,원(KRW),063-839-1111,전라북도 익산시  약촌로 133 (신흥동),2116,,,,
222,37710,광주신세계,74701,종합 소매업,1600000,8000000000,5000,원(KRW),062-360-1234,광주광역시 서구  무진대로 932 (주)광주신세계,2116,,,,
223,192530,광주은행,116401,은행 및 저축기관,51316057,256580285000,5000,원(KRW),062-239-5000,광주광역시 동구 제봉로 225,2116,,,,
224,26910,광진실업,32401,1차 철강 제조업,6405405,3202702500,500,원(KRW),051 -204 -9101,부산 사하구 신평동 370-103,2116,,,,
225,90150,광진윈텍,33003,자동차 부품 제조업,9658393,4829196500,500,원(KRW),051-711-2222,부산광역시 기장군  장안읍 장안산단9로 110,2116,,,,
226,140910,광희리츠,126801,부동산 임대 및 공급업,3628735,18143675000,5000,원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2116,,,,
227,223040,교보5호스팩,116601,금융지원 서비스업,5430000,543000000,100,원(KRW),02-3771-9169,서울특별시 영등포구 의사당대로 97,2116,,,,
228,242040,교보비엔케이스팩,116601,금융지원 서비스업,7110000,711000000,100,원(KRW),02-3771-9294,서울특별시 영등포구 의사당대로 97,2116,,,,
229,30610,교보증권,116601,금융지원 서비스업,36000000,180000000000,5000,원(KRW),02-3771-9000,서울특별시 영등포구 의사당대로 97 교보증권빌딩,2116,,,,
230,223220,구름컴퍼니,105802,소프트웨어 개발 및 공급업,3400000,1700000000,500,원(KRW),031-714-9909,"경기도 성남시 분당구 성남대로331번길 8 킨스타워 6층 607호,608호",2116,,,,
231,53270,구영테크,33003,자동차 부품 제조업,19794174,9897087000,500,원(KRW),053-592-6111,대구광역시 달서구  달서대로91길 97,2116,,,,
232,7690,국도화학,32001,기초화학물질 제조업,5810616,29053080000,5000,원(KRW),02-3282-1400,서울특별시 금천구  가산디지털2로 61,2116,,,,
233,5320,국동,74604,가정용품 도매업,5914052,2957026000,500,원(KRW),02-3407-7710,"서울특별시 동대문구 천호대로 405 7,8층(장안동,동보빌딩)",2116,,,,
234,1140,국보,84903,도로 화물 운송업,1027304,5136520000,5000,원(KRW),02-765-5544,서울특별시 중구 소공로 88,2116,,,,
235,66620,국보디자인,64204,실내건축 및 건축마무리 공사업,7500000,3750000000,500,원(KRW),(02)738-2700,서울 마포구 서교동 477-22,2116,,,,
236,43650,국순당,31101,알콜음료 제조업,17858304,8929152000,500,원(KRW),02  -5138-500,강원도 횡성군 둔내면 강변로 975,2116,,,,
237,6050,국영지앤엠,32301,유리 및 유리제품 제조업,33908402,16954201000,500,원(KRW),02-2015-0370,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층)",2116,,,,
238,60480,국일신동,32402,1차 비철금속 제조업,11090000,5545000000,500,원(KRW),031-499-9192,경기도 안산시 단원구 번영2로 58 &nbsp,2116,,,,
239,78130,국일제지,31709,기타 종이 및 판지 제품 제조업,22806690,11403345000,500,원(KRW),(031)339-9100,경기도 용인시 처인구  이동면 백옥대로 563,2116,,,,
240,2720,국제약품,32102,의약품 제조업,16607318,16607318000,1000,원(KRW),031-781-9081,경기도 성남시 분당구  야탑로 96-8,2116,,,,
241,243870,굿센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1345951,672975500,500,원(KRW),02-368-8055,"서울특별시 서초구 반포대로 22, 7층(서초동, 서초평화빌딩)",2116,,,,
242,19010,그랜드백화점,74701,종합 소매업,4820000,24100000000,5000,원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15,2116,,,,
243,186230,그린플러스,32402,1차 비철금속 제조업,2581140,1290570000,500,원(KRW),041-332-6421,충청남도 예산군  응봉면 응봉로 50-42,2116,,,,
244,14530,극동유화,31902,석유 정제품 제조업,34869420,17434710000,500,원(KRW),055-370-9900,경상남도 양산시  어실로 101,2116,,,,
245,900070,글로벌에스엠,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",53407947,26703973,0.5,미국달러(USD),031-932-9970,"GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,",2116,,,,
246,19660,글로본,116601,금융지원 서비스업,28001047,14000523500,500,원(KRW),031-698-7300,서울특별시 강남구 도산대로 331 -,2116,,,,
247,14280,금강공업,32401,1차 철강 제조업,4855964,24869695000,5000,원(KRW),051-264-8881,부산광역시 사하구  다산로 110,2116,,,,
248,53260,금강철강,32401,1차 철강 제조업,18720000,9860000000,500,원(KRW),(02)3471-0001,"서울특별시 서초구  서운로 19 701호(서초동, 서초월드오피스텔)",2116,,,,
249,8870,금비,32301,유리 및 유리제품 제조업,1000000,5000000000,5000,원(KRW),031-632-5280,경기도 이천시 부발읍 중부대로1707번길 13,2116,,,,
250,58370,금성테크,74607,기타 전문 도매업,24433801,12216900500,500,원(KRW),031-488-9471,경기도 시흥시  군자천로237번길 14 시화공단 2나 405호,2116,,,,
251,1570,금양,32001,기초화학물질 제조업,39353308,19676654000,500,원(KRW),051-316-5881,부산광역시 사상구  낙동대로960번길 81 (감전동) (주)금양,2116,,,,
252,165270,금오하이텍,32202,플라스틱제품 제조업,5513630,2756815000,500,원(KRW),031-859-4700,경기도 양주시  은현면 평화로1889번길 130-38,2116,,,,
253,2990,금호산업,64101,건물 건설업,35090993,176916295000,5000,원(KRW),02-6303-0114,전라남도 나주시 시청길 4,2116,,,,
254,11780,금호석유화학,32001,기초화학물질 제조업,30467691,167455885000,5000,원(KRW),02-6961-1114,서울특별시 중구 청계천로 100,,,,,
